pet_id,type,primary breed,secondary breed,mixed breed,size,gender,age,photo1,photo2,organization_id,phone,address1,address2,city,state,postcode,email
44335705,Cat,Domestic Short Hair,,True,Medium,Male,Adult,,,CA1886,909-203-3695,2587 C Chino Hills Parkway,,Chino Hills,CA,91709,priceless.pets@yahoo.com
44335707,Cat,Domestic Short Hair,Torbie,True,Medium,Female,Adult,,,CA1886,909-203-3695,2587 C Chino Hills Parkway,,Chino Hills,CA,91709,priceless.pets@yahoo.com
44335499,Cat,Domestic Medium Hair,,False,Medium,Female,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44335499/1/?bust=1553804780,,CA905,760-767-2675,2481 Palomar Airport Road,,Carlsbad,CA,92011,
44335166,Cat,Bombay,Domestic Short Hair,True,Medium,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44335166/1/?bust=1553804376,,CA2115,7603356767,,,Palm Desert,CA,92260,david@forevermeow.org
44335167,Cat,Calico,Domestic Short Hair,True,Medium,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44335167/1/?bust=1553804375,,CA2115,7603356767,,,Palm Desert,CA,92260,david@forevermeow.org
44334852,Cat,Domestic Medium Hair,,False,Small,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44334852/1/?bust=1553804341,,CA1534,760 343 3644   ,72-050 Pet Land Place,,Thousand Palms,CA,92276,shelterinfo@rivcocha.org
44334851,Cat,Domestic Short Hair,,False,Small,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44334851/1/?bust=1553804342,,CA1534,760 343 3644   ,72-050 Pet Land Place,,Thousand Palms,CA,92276,shelterinfo@rivcocha.org
44334236,Cat,Domestic Short Hair,,False,Medium,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44334236/1/?bust=1553789340,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44334236/2/?bust=1553789377,CA2363,951-400-2019,30724 Benton Road,"Ste C302, #595",Winchester,CA,92596,purr4fur@gmail.com
44333939,Cat,Domestic Short Hair,Bombay,True,Small,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44333939/2/?bust=1553784374,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44333939/1/?bust=1553784417,CA1579,(714) 815-4300,1815 Newport Blvd,,Costa Mesa,CA,92627,ocsp.adoptions@gmail.com
44332742,Cat,Domestic Short Hair,,True,Medium,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44332742/1/?bust=1553777100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44332742/2/?bust=1553777103,CA803,(619) 299 -7012,5500 Gaines Street,,San Diego,CA,92110,info@sdhumane.org
44332738,Cat,Domestic Short Hair,,True,Medium,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44332738/1/?bust=1553777086,,CA803,(619) 299 -7012,5500 Gaines Street,,San Diego,CA,92110,info@sdhumane.org
44332534,Cat,Domestic Short Hair,,True,Medium,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44332534/1/?bust=1553756728,,CA216,(951) 688-4340,6165 Industrial Avenue,,Riverside,CA,92504,adopt1@petsadoption.org
44331730,Cat,Domestic Short Hair,,False,Medium,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44331730/1/?bust=1553751550,,CA257,(714) 935-6848,1630 Victory Road,,Tustin,CA,92782,OCCRocpetinfo@occr.ocgov.com
44331728,Cat,Domestic Short Hair,,False,Medium,Female,Senior,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44331728/1/?bust=1553751546,,CA257,(714) 935-6848,1630 Victory Road,,Tustin,CA,92782,OCCRocpetinfo@occr.ocgov.com
44331370,Cat,Domestic Short Hair,,False,Small,Male,Baby,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44331370/1/?bust=1553748032,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44331370/2/?bust=1553748034,CA1441,(760) 416-5718,4575 E. Mesquite Avenue,,Palm Springs,CA,92263,info@psanimalshelter.org
44331288,Cat,Domestic Short Hair,,False,Small,Female,Adult,,,CA738,909-466-PETS (7387),11780 Arrow Route,,Rancho Cucamonga,CA,91730,rcpets@cityofrc.com
44331193,Cat,Domestic Short Hair,,True,Medium,Female,Senior,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44331193/1/?bust=1553761336,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44331193/2/?bust=1553761339,CA190,760-888-BARK,3450 East Valley Parkway,,Escondido,CA,92025,info@sdhumane.org
44330932,Cat,Domestic Long Hair,,False,Large,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330932/1/?bust=1553751886,,CA1183,(562) 570-7387  ,7700 E. Spring St.,,Long Beach,CA,90815,animalcare@longbeach.gov
44330845,Cat,Domestic Short Hair,,True,Medium,Female,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330845/1/?bust=1553762945,,CA1167,(951) 654-8002 x 0 ,690 Humane Way,,San Jacinto,CA,92582,RamonaHumaneSociety@Yahoo.com
44330846,Cat,Domestic Short Hair,,False,Medium,Female,Senior,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330846/1/?bust=1553762947,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330846/2/?bust=1553762950,CA1167,(951) 654-8002 x 0 ,690 Humane Way,,San Jacinto,CA,92582,RamonaHumaneSociety@Yahoo.com
44330712,Cat,Domestic Short Hair,,False,Medium,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330712/1/?bust=1553747983,,CA979,619-767-2675,5821 Sweetwater Road,,Bonita,CA,91902,
44330713,Cat,Domestic Short Hair,,False,Medium,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330713/1/?bust=1553747983,,CA979,619-767-2675,5821 Sweetwater Road,,Bonita,CA,91902,
44330696,Cat,Domestic Short Hair,,False,Small,Male,Baby,,,CA366,(562) 216-2542,7700 E Spring St,,Long Beach,CA,90815,info@spcala.com
44330697,Cat,Domestic Short Hair,,False,Small,Female,Baby,,,CA366,(562) 216-2542,7700 E Spring St,,Long Beach,CA,90815,info@spcala.com
44330498,Cat,Domestic Short Hair,,False,Medium,Male,Young,,,CA1886,909-203-3695,2587 C Chino Hills Parkway,,Chino Hills,CA,91709,priceless.pets@yahoo.com
44330496,Cat,Domestic Short Hair,,False,Medium,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330496/1/?bust=1553757359,,CA1886,909-203-3695,2587 C Chino Hills Parkway,,Chino Hills,CA,91709,priceless.pets@yahoo.com
44330497,Cat,Domestic Short Hair,,False,Medium,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330497/1/?bust=1553757364,,CA1886,909-203-3695,2587 C Chino Hills Parkway,,Chino Hills,CA,91709,priceless.pets@yahoo.com
44330010,Cat,Domestic Short Hair,,False,Large,Female,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330010/1/?bust=1553752092,,CA768,(888) 452-7381,957 North Gaffey St,,San Pedro,CA,90731,
44330016,Cat,Domestic Short Hair,,False,Medium,Female,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330016/1/?bust=1553752093,,CA768,(888) 452-7381,957 North Gaffey St,,San Pedro,CA,90731,
44330015,Cat,Domestic Short Hair,,False,Medium,Female,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330015/1/?bust=1553752095,,CA768,(888) 452-7381,957 North Gaffey St,,San Pedro,CA,90731,
44330020,Cat,Domestic Long Hair,,False,Large,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330020/1/?bust=1553752104,,CA768,(888) 452-7381,957 North Gaffey St,,San Pedro,CA,90731,
44330009,Cat,Domestic Short Hair,,False,Large,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330009/1/?bust=1553752100,,CA768,(888) 452-7381,957 North Gaffey St,,San Pedro,CA,90731,
44329494,Cat,Tortoiseshell,Bombay,True,Medium,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44329494/1/?bust=1553746496,,CA1414,(562) 254-0558,,,Lakewood,CA,90712,adoption@stcweb.com
44328958,Cat,Domestic Short Hair,,False,Medium,Female,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44328958/1/?bust=1553726408,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44328958/2/?bust=1553726444,CA420,714-756-0679,,,Mission Viejo,CA,92692,jparlett4@aol.com
44328889,Cat,Domestic Short Hair,,True,Medium,Female,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44328889/1/?bust=1553724717,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44328889/2/?bust=1553724731,CA420,323-394-0954,,,Mission Viejo,CA,92692,phyllis891@att.net
44328847,Cat,Maine Coon,,True,Extra Large,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44328847/1/?bust=1553724026,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44328847/2/?bust=1553724035,CA420,323-394-0954,,,Mission Viejo,CA,92692,phyllis891@att.net
44328867,Cat,Domestic Short Hair,,False,Medium,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44328867/1/?bust=1553724298,,CA1881,(310) 933-6863,353 Lakewood Center Mall,,Lakewood,CA,90712,
44328862,Cat,Domestic Short Hair,,False,Small,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44328862/1/?bust=1553724105,,CA1881,(310) 933-6863,353 Lakewood Center Mall,,Lakewood,CA,90712,
44328373,Cat,Tabby,,False,Large,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44328373/1/?bust=1553714662,,CA1394,(949) 388-0034,P.O. Box 117,,San Juan Capistrano,CA,92675,info@arkofsanjuan.org
44328355,Cat,Tabby,,False,Medium,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44328355/1/?bust=1553714484,,CA1394,(949) 388-0034,P.O. Box 117,,San Juan Capistrano,CA,92675,info@arkofsanjuan.org
44328058,Cat,Domestic Short Hair,,True,Small,Male,Baby,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44328058/1/?bust=1553709853,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44328058/2/?bust=1553709872,CA371,(949)716-0538,P. O. Box 2444,,Mission Viejo,CA,92690,hanaskids@gmail.com
44328051,Cat,Domestic Short Hair,,True,Small,Male,Baby,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44328051/1/?bust=1553709753,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44328051/2/?bust=1553709756,CA371,(949)716-0538,P. O. Box 2444,,Mission Viejo,CA,92690,hanaskids@gmail.com
44327918,Cat,Domestic Short Hair,,True,Small,Female,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44327918/1/?bust=1553706838,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44327918/2/?bust=1553706863,CA371,(949)716-0538,P. O. Box 2444,,Mission Viejo,CA,92690,hanaskids@gmail.com
44326562,Cat,Snowshoe,,False,Medium,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44326562/1/?bust=1553777096,,CA803,(619) 299 -7012,5500 Gaines Street,,San Diego,CA,92110,info@sdhumane.org
44326569,Cat,Domestic Short Hair,,True,Medium,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44326569/1/?bust=1553777099,,CA803,(619) 299 -7012,5500 Gaines Street,,San Diego,CA,92110,info@sdhumane.org
44326566,Cat,Domestic Short Hair,,True,Medium,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44326566/1/?bust=1553777092,,CA803,(619) 299 -7012,5500 Gaines Street,,San Diego,CA,92110,info@sdhumane.org
44326563,Cat,Domestic Short Hair,,True,Medium,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44326563/1/?bust=1553777084,,CA803,(619) 299 -7012,5500 Gaines Street,,San Diego,CA,92110,info@sdhumane.org
44326559,Cat,Domestic Short Hair,,True,Medium,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44326559/1/?bust=1553718524,,CA803,(619) 299 -7012,5500 Gaines Street,,San Diego,CA,92110,info@sdhumane.org
44326560,Cat,Domestic Short Hair,,True,Medium,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44326560/1/?bust=1553718522,,CA803,(619) 299 -7012,5500 Gaines Street,,San Diego,CA,92110,info@sdhumane.org
44326387,Cat,Domestic Long Hair,,True,Medium,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44326387/1/?bust=1553702710,,CA216,(951) 688-4340,6165 Industrial Avenue,,Riverside,CA,92504,adopt1@petsadoption.org
44326388,Cat,Domestic Short Hair,,True,Medium,Female,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44326388/1/?bust=1553756729,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44326388/2/?bust=1553756732,CA216,(951) 688-4340,6165 Industrial Avenue,,Riverside,CA,92504,adopt1@petsadoption.org
44326394,Cat,Domestic Long Hair,,True,Medium,Male,Baby,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44326394/1/?bust=1553756725,,CA216,(951) 688-4340,6165 Industrial Avenue,,Riverside,CA,92504,adopt1@petsadoption.org
44326272,Cat,Domestic Short Hair,,False,Medium,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44326272/1/?bust=1553693794,,CA1527,951 358 7387  ,6851 Van Buren Blvd.,,Riverside,CA,92504,shelterinfo@co.riverside.ca.us
44325323,Cat,Siamese,Domestic Short Hair,True,Small,Female,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44325323/1/?bust=1553698140,,CA1441,(760) 416-5718,4575 E. Mesquite Avenue,,Palm Springs,CA,92263,info@psanimalshelter.org
44325322,Cat,Domestic Short Hair,,False,Small,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44325322/1/?bust=1553698142,,CA1441,(760) 416-5718,4575 E. Mesquite Avenue,,Palm Springs,CA,92263,info@psanimalshelter.org
44325321,Cat,Domestic Short Hair,,False,Large,Male,Senior,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44325321/1/?bust=1553698143,,CA1441,(760) 416-5718,4575 E. Mesquite Avenue,,Palm Springs,CA,92263,info@psanimalshelter.org
44325265,Cat,Domestic Short Hair,Tabby,True,Small,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44325265/1/?bust=1553696912,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44325265/2/?bust=1553696914,CA2043,(949) 231-9184,27672 Crown Valley Pkwy,,Mission Viejo,CA,92691,carmaoc@cox.net
44325267,Cat,Domestic Short Hair,Calico,True,Small,Female,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44325267/1/?bust=1553806123,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44325267/2/?bust=1553696914,CA2043,(949) 231-9184,27672 Crown Valley Pkwy,,Mission Viejo,CA,92691,carmaoc@cox.net
44325266,Cat,Domestic Short Hair,Tabby,True,Small,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44325266/1/?bust=1553806124,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44325266/2/?bust=1553806125,CA2043,(949) 231-9184,27672 Crown Valley Pkwy,,Mission Viejo,CA,92691,carmaoc@cox.net
44325187,Cat,Domestic Long Hair,,True,Medium,Female,Senior,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44325187/1/?bust=1553713006,,CA190,760-888-BARK,3450 East Valley Parkway,,Escondido,CA,92025,info@sdhumane.org
44325185,Cat,Domestic Short Hair,,True,Medium,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44325185/1/?bust=1553713007,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44325185/2/?bust=1553713028,CA190,760-888-BARK,3450 East Valley Parkway,,Escondido,CA,92025,info@sdhumane.org
44325180,Cat,Domestic Short Hair,,True,Medium,Male,Senior,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44325180/1/?bust=1553713009,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44325180/2/?bust=1553713027,CA190,760-888-BARK,3450 East Valley Parkway,,Escondido,CA,92025,info@sdhumane.org
44325182,Cat,Domestic Short Hair,,True,Medium,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44325182/1/?bust=1553713014,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44325182/2/?bust=1553713045,CA190,760-888-BARK,3450 East Valley Parkway,,Escondido,CA,92025,info@sdhumane.org
44325183,Cat,Domestic Short Hair,,True,Medium,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44325183/1/?bust=1553761335,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44325183/2/?bust=1553761341,CA190,760-888-BARK,3450 East Valley Parkway,,Escondido,CA,92025,info@sdhumane.org
44325184,Cat,Domestic Short Hair,,True,Medium,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44325184/1/?bust=1553713018,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44325184/2/?bust=1553713036,CA190,760-888-BARK,3450 East Valley Parkway,,Escondido,CA,92025,info@sdhumane.org
44325050,Cat,Tabby,,False,Medium,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44325050/1/?bust=1553694701,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44325050/2/?bust=1553694702,CA1066,714-280-4993 ,26423 Scott Road,,Orange,CA,92865,fochp@yahoo.com
44324862,Cat,Domestic Short Hair,,False,Medium,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44324862/1/?bust=1553694671,,CA446,(909) 798-7644,504 North Kansas St.,,Redlands,CA,92373,wmiller@redlandspolice.org
44324861,Cat,Domestic Short Hair,,False,Small,Female,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44324861/1/?bust=1553694672,,CA446,(909) 798-7644,504 North Kansas St.,,Redlands,CA,92373,wmiller@redlandspolice.org
44324832,Cat,Domestic Short Hair,,False,Medium,Female,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44324832/1/?bust=1553703797,,CA1183,(562) 570-7387  ,7700 E. Spring St.,,Long Beach,CA,90815,animalcare@longbeach.gov
44324831,Cat,Domestic Short Hair,,False,Small,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44324831/1/?bust=1553703807,,CA1183,(562) 570-7387  ,7700 E. Spring St.,,Long Beach,CA,90815,animalcare@longbeach.gov
44324815,Cat,Domestic Medium Hair,,False,Large,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44324815/1/?bust=1553703811,,CA1183,(562) 570-7387  ,7700 E. Spring St.,,Long Beach,CA,90815,animalcare@longbeach.gov
44324816,Cat,Domestic Short Hair,,False,Large,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44324816/1/?bust=1553703812,,CA1183,(562) 570-7387  ,7700 E. Spring St.,,Long Beach,CA,90815,animalcare@longbeach.gov
44324830,Cat,Domestic Short Hair,,False,Small,Female,Baby,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44324830/1/?bust=1553703799,,CA1183,(562) 570-7387  ,7700 E. Spring St.,,Long Beach,CA,90815,animalcare@longbeach.gov
44324826,Cat,Domestic Long Hair,,False,Large,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44324826/1/?bust=1553703806,,CA1183,(562) 570-7387  ,7700 E. Spring St.,,Long Beach,CA,90815,animalcare@longbeach.gov
44324769,Cat,Domestic Short Hair,,True,Medium,Male,Senior,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44324769/1/?bust=1553712832,,CA1167,(951) 654-8002 x 0 ,690 Humane Way,,San Jacinto,CA,92582,RamonaHumaneSociety@Yahoo.com
44324774,Cat,Domestic Short Hair,,True,Medium,Female,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44324774/1/?bust=1553712833,,CA1167,(951) 654-8002 x 0 ,690 Humane Way,,San Jacinto,CA,92582,RamonaHumaneSociety@Yahoo.com
44324773,Cat,Domestic Short Hair,,True,Medium,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44324773/1/?bust=1553712829,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44324773/2/?bust=1553712843,CA1167,(951) 654-8002 x 0 ,690 Humane Way,,San Jacinto,CA,92582,RamonaHumaneSociety@Yahoo.com
44324769,Cat,Domestic Short Hair,,True,Medium,Male,Senior,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44324769/1/?bust=1553712832,,CA1167,(951) 654-8002 x 0 ,690 Humane Way,,San Jacinto,CA,92582,RamonaHumaneSociety@Yahoo.com
44324772,Cat,Domestic Short Hair,,True,Medium,Female,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44324772/1/?bust=1553712830,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44324772/2/?bust=1553712844,CA1167,(951) 654-8002 x 0 ,690 Humane Way,,San Jacinto,CA,92582,RamonaHumaneSociety@Yahoo.com
44324695,Cat,Domestic Short Hair,,False,Small,Male,Adult,,,CA231,909-384-1304   ,333 Chandler Place,,San Bernardino,CA,92408,VanNess_Je@sbcity.org
44324409,Cat,Domestic Medium Hair,Russian Blue,True,Medium,Female,Young,,,CA1886,909-203-3695,2587 C Chino Hills Parkway,,Chino Hills,CA,91709,priceless.pets@yahoo.com
44324410,Cat,Domestic Short Hair,,True,Medium,Female,Young,,,CA1886,909-203-3695,2587 C Chino Hills Parkway,,Chino Hills,CA,91709,priceless.pets@yahoo.com
44324408,Cat,Domestic Short Hair,,False,Small,Female,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44324408/1/?bust=1553757372,,CA1886,909-203-3695,2587 C Chino Hills Parkway,,Chino Hills,CA,91709,priceless.pets@yahoo.com
44322260,Cat,Domestic Short Hair,,False,Medium,Male,Senior,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44322260/1/?bust=1553632206,,CA1902,(714) 887-6156,,,Westminster,CA,92683,cortney@wagspetadoption.org
44322236,Cat,Domestic Short Hair,,False,Medium,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44322236/1/?bust=1553631740,,CA1902,(714) 887-6156,,,Westminster,CA,92683,cortney@wagspetadoption.org
