pet_id,type,primary breed,secondary breed,mixed breed,size,gender,age,photo1,photo2,organization_id,phone,address1,address2,city,state,postcode,email
44337308,Dog,Labrador Retriever,Terrier,True,Medium,Male,Baby,,,CA1874,(858) 273-5386,P.O. Box 178196,,San Diego,CA,92177,doginfo@labsandmore.org
44337309,Dog,Labrador Retriever,Terrier,True,Medium,Female,Baby,,,CA1874,(858) 273-5386,P.O. Box 178196,,San Diego,CA,92177,doginfo@labsandmore.org
44337310,Dog,Labrador Retriever,Terrier,True,Medium,Male,Baby,,,CA1874,(858) 273-5386,P.O. Box 178196,,San Diego,CA,92177,doginfo@labsandmore.org
44337311,Dog,Labrador Retriever,Terrier,True,Medium,Male,Baby,,,CA1874,(858) 273-5386,P.O. Box 178196,,San Diego,CA,92177,doginfo@labsandmore.org
44337312,Dog,Labrador Retriever,Terrier,True,Medium,Male,Baby,,,CA1874,(858) 273-5386,P.O. Box 178196,,San Diego,CA,92177,doginfo@labsandmore.org
44337313,Dog,Labrador Retriever,Terrier,True,Medium,Female,Baby,,,CA1874,(858) 273-5386,P.O. Box 178196,,San Diego,CA,92177,doginfo@labsandmore.org
44336594,Dog,Parson Russell Terrier,Yorkshire Terrier,True,Small,Female,Baby,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44336594/1/?bust=1553799725,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44336594/2/?bust=1553799843,CA1048,714-241-9765  ,,,Santa Ana,CA,92780,poochmatch@hotmail.com
44337053,Dog,Chihuahua,,False,Medium,Female,Young,,,CA257,(714) 935-6848,1630 Victory Road,,Tustin,CA,92782,OCCRocpetinfo@occr.ocgov.com
44337056,Dog,Shih Tzu,Mixed Breed,True,Medium,Male,Young,,,CA257,(714) 935-6848,1630 Victory Road,,Tustin,CA,92782,OCCRocpetinfo@occr.ocgov.com
44337051,Dog,Rhodesian Ridgeback,Mixed Breed,True,Large,Male,Young,,,CA257,(714) 935-6848,1630 Victory Road,,Tustin,CA,92782,OCCRocpetinfo@occr.ocgov.com
44337052,Dog,Shar-Pei,Pit Bull Terrier,True,Large,Male,Adult,,,CA257,(714) 935-6848,1630 Victory Road,,Tustin,CA,92782,OCCRocpetinfo@occr.ocgov.com
44336508,Dog,Basset Hound,Mixed Breed,True,Medium,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44336508/1/?bust=1553806680,,CA738,909-466-PETS (7387),11780 Arrow Route,,Rancho Cucamonga,CA,91730,rcpets@cityofrc.com
44336511,Dog,Chihuahua,,False,Small,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44336511/1/?bust=1553806681,,CA738,909-466-PETS (7387),11780 Arrow Route,,Rancho Cucamonga,CA,91730,rcpets@cityofrc.com
44336509,Dog,Pit Bull Terrier,,False,Large,Female,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44336509/1/?bust=1553806683,,CA738,909-466-PETS (7387),11780 Arrow Route,,Rancho Cucamonga,CA,91730,rcpets@cityofrc.com
44336507,Dog,Pit Bull Terrier,Mixed Breed,True,Large,Male,Adult,,,CA738,909-466-PETS (7387),11780 Arrow Route,,Rancho Cucamonga,CA,91730,rcpets@cityofrc.com
44336440,Dog,Labrador Retriever,Mixed Breed,True,Large,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44336440/1/?bust=1553805570,,CA30,(949) 724-7740,6443 Oak Canyon,,Irvine,CA,92618,animalcare@cityofirvine.org
44336441,Dog,Pit Bull Terrier,,False,Medium,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44336441/1/?bust=1553805571,,CA30,(949) 724-7740,6443 Oak Canyon,,Irvine,CA,92618,animalcare@cityofirvine.org
44336439,Dog,Labrador Retriever,Mixed Breed,True,Large,Female,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44336439/1/?bust=1553805572,,CA30,(949) 724-7740,6443 Oak Canyon,,Irvine,CA,92618,animalcare@cityofirvine.org
44336442,Dog,Bluetick Coonhound,,False,Large,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44336442/1/?bust=1553805572,,CA30,(949) 724-7740,6443 Oak Canyon,,Irvine,CA,92618,animalcare@cityofirvine.org
44336188,Dog,Pit Bull Terrier,,True,Large,Female,Adult,,,CA1167,(951) 654-8002 x 0 ,690 Humane Way,,San Jacinto,CA,92582,RamonaHumaneSociety@Yahoo.com
44336189,Dog,Labrador Retriever,Pit Bull Terrier,True,Medium,Male,Adult,,,CA1167,(951) 654-8002 x 0 ,690 Humane Way,,San Jacinto,CA,92582,RamonaHumaneSociety@Yahoo.com
44336062,Dog,Chihuahua,Mixed Breed,True,Small,Female,Adult,,,CA231,909-384-1304   ,333 Chandler Place,,San Bernardino,CA,92408,VanNess_Je@sbcity.org
44336063,Dog,German Shepherd Dog,,False,Large,Female,Young,,,CA231,909-384-1304   ,333 Chandler Place,,San Bernardino,CA,92408,VanNess_Je@sbcity.org
44336064,Dog,German Shepherd Dog,,False,Large,Male,Young,,,CA231,909-384-1304   ,333 Chandler Place,,San Bernardino,CA,92408,VanNess_Je@sbcity.org
44336065,Dog,Pit Bull Terrier,Mixed Breed,True,Large,Male,Adult,,,CA231,909-384-1304   ,333 Chandler Place,,San Bernardino,CA,92408,VanNess_Je@sbcity.org
44336066,Dog,Boxer,,False,Large,Female,Adult,,,CA231,909-384-1304   ,333 Chandler Place,,San Bernardino,CA,92408,VanNess_Je@sbcity.org
44336061,Dog,Chihuahua,Mixed Breed,True,Small,Female,Senior,,,CA231,909-384-1304   ,333 Chandler Place,,San Bernardino,CA,92408,VanNess_Je@sbcity.org
44335466,Dog,Miniature Pinscher,Chihuahua,True,Small,Female,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44335466/1/?bust=1553797272,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44335466/2/?bust=1553797309,CA1048,714-241-9765  ,,,Santa Ana,CA,92780,poochmatch@hotmail.com
44335696,Dog,American Staffordshire Terrier,,False,Large,Male,Baby,,,CA1886,909-203-3695,2587 C Chino Hills Parkway,,Chino Hills,CA,91709,priceless.pets@yahoo.com
44335697,Dog,American Staffordshire Terrier,,False,Large,Male,Baby,,,CA1886,909-203-3695,2587 C Chino Hills Parkway,,Chino Hills,CA,91709,priceless.pets@yahoo.com
44335698,Dog,American Staffordshire Terrier,,False,Medium,Female,Baby,,,CA1886,909-203-3695,2587 C Chino Hills Parkway,,Chino Hills,CA,91709,priceless.pets@yahoo.com
44335699,Dog,American Staffordshire Terrier,,False,Medium,Female,Baby,,,CA1886,909-203-3695,2587 C Chino Hills Parkway,,Chino Hills,CA,91709,priceless.pets@yahoo.com
44335700,Dog,American Staffordshire Terrier,,False,Medium,Male,Baby,,,CA1886,909-203-3695,2587 C Chino Hills Parkway,,Chino Hills,CA,91709,priceless.pets@yahoo.com
44335701,Dog,American Staffordshire Terrier,,False,Medium,Female,Baby,,,CA1886,909-203-3695,2587 C Chino Hills Parkway,,Chino Hills,CA,91709,priceless.pets@yahoo.com
44335702,Dog,American Staffordshire Terrier,,False,Medium,Male,Baby,,,CA1886,909-203-3695,2587 C Chino Hills Parkway,,Chino Hills,CA,91709,priceless.pets@yahoo.com
44335703,Dog,American Staffordshire Terrier,,False,Medium,Male,Young,,,CA1886,909-203-3695,2587 C Chino Hills Parkway,,Chino Hills,CA,91709,priceless.pets@yahoo.com
44335706,Dog,American Staffordshire Terrier,,False,Medium,Female,Baby,,,CA1886,909-203-3695,2587 C Chino Hills Parkway,,Chino Hills,CA,91709,priceless.pets@yahoo.com
44335708,Dog,American Staffordshire Terrier,,False,Medium,Male,Baby,,,CA1886,909-203-3695,2587 C Chino Hills Parkway,,Chino Hills,CA,91709,priceless.pets@yahoo.com
44335709,Dog,American Staffordshire Terrier,,False,Medium,Female,Baby,,,CA1886,909-203-3695,2587 C Chino Hills Parkway,,Chino Hills,CA,91709,priceless.pets@yahoo.com
44335500,Dog,Pit Bull Terrier,,False,Medium,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44335500/1/?bust=1553804781,,CA905,760-767-2675,2481 Palomar Airport Road,,Carlsbad,CA,92011,
44335313,Dog,Spaniel,,True,Medium,Female,Adult,,,CA2501,,,,San Diego,CA,92117,arfadmin@angelsofrawley.org
44335207,Dog,Jack Russell Terrier,,True,Small,Female,Young,,,CA2417,(949) 858-1000,,,Lake Forest,CA,92630,info@adoptocpets.org
44335123,Dog,Rottweiler,,False,Extra Large,Male,Adult,,,CA768,(888) 452-7381,957 North Gaffey St,,San Pedro,CA,90731,
44335122,Dog,Mixed Breed,,False,Large,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44335122/1/?bust=1553804147,,CA768,(888) 452-7381,957 North Gaffey St,,San Pedro,CA,90731,
44335121,Dog,Mixed Breed,,False,Large,Male,Adult,,,CA768,(888) 452-7381,957 North Gaffey St,,San Pedro,CA,90731,
44334671,Dog,Dachshund,Chihuahua,True,Small,Female,Adult,,,CA2072,619-212-5623  ,,,El Cajon,CA,92020,seniors@lionelslegacy.org
44334500,Dog,Cocker Spaniel,,False,Medium,Female,Senior,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44334500/1/?bust=1553793902,,CA2042,(760) 834-7000,44635 San Rafael,,Palm Desert,CA,92260,petasks@lovingallanimals.org
44334471,Dog,Bichon Frise,,True,Small,Male,Adult,,,CA545,(760) 725-8120,Area 25 Building 25132,,Camp Pendleton,CA,92055,acorodac02@gmail.com
44260313,Dog,German Shepherd Dog,Husky,True,Large,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44260313/6/?bust=1553792377,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44260313/1/?bust=1552953332,CA1048,714-241-9765  ,,,Santa Ana,CA,92780,poochmatch@hotmail.com
44334376,Dog,Labrador Retriever,,True,Large,Male,Baby,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44334376/2/?bust=1553791902,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44334376/1/?bust=1553791899,CA2563,(323) 363-4129,,,Bonita,CA,91908,paws4thoughtrescue@gmail.com
44333485,Dog,Chihuahua,,False,Small,Female,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44333485/1/?bust=1553752528,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44333485/2/?bust=1553752536,CA2528,714)404-4208,,,Laguna Hills,CA,92653,sue@dogsinneedorg.com
44333459,Dog,Shih Tzu,,False,Small,Male,Senior,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44333459/1/?bust=1553749935,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44333459/2/?bust=1553749939,CA371,(949) 348-8057,P. O. Box 2444,,Mission Viejo,CA,92690,info@greatpets.org
44333443,Dog,Miniature Schnauzer,Terrier,True,Small,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44333443/2/?bust=1553749004,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44333443/1/?bust=1553749001,CA371,(949) 348-8057,P. O. Box 2444,,Mission Viejo,CA,92690,info@greatpets.org
44333297,Dog,Shih Tzu,Poodle,True,Medium,Female,Senior,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44333297/1/?bust=1553762067,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44333297/2/?bust=1553762077,CA448,(760) 757-4357,2905 San Luis Rey Road,,Oceanside,CA,92054,info@sdhumane.org
44333295,Dog,German Shorthaired Pointer,Australian Cattle Dog / Blue Heeler,True,Medium,Female,Baby,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44333295/1/?bust=1553762064,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44333295/2/?bust=1553762078,CA448,(760) 757-4357,2905 San Luis Rey Road,,Oceanside,CA,92054,info@sdhumane.org
44333294,Dog,Siberian Husky,,True,Medium,Male,Baby,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44333294/1/?bust=1553762073,,CA448,(760) 757-4357,2905 San Luis Rey Road,,Oceanside,CA,92054,info@sdhumane.org
44333296,Dog,German Shorthaired Pointer,Australian Cattle Dog / Blue Heeler,True,Medium,Female,Baby,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44333296/1/?bust=1553762067,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44333296/2/?bust=1553762080,CA448,(760) 757-4357,2905 San Luis Rey Road,,Oceanside,CA,92054,info@sdhumane.org
44333298,Dog,Shar-Pei,,True,Medium,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44333298/1/?bust=1553762065,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44333298/2/?bust=1553762084,CA448,(760) 757-4357,2905 San Luis Rey Road,,Oceanside,CA,92054,info@sdhumane.org
44332576,Dog,Labrador Retriever,,True,Medium,Male,Baby,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44332576/3/?bust=1553744562,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44332576/1/?bust=1553744555,CA1356,619-354-4825 ,486 Raleigh Ave,,San Diego,CA,92117,info@thebarkinglot.net
44332737,Dog,Chihuahua,,True,Medium,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44332737/1/?bust=1553777101,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44332737/2/?bust=1553777111,CA803,(619) 299 -7012,5500 Gaines Street,,San Diego,CA,92110,info@sdhumane.org
44332740,Dog,Hound,Shepherd,True,Medium,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44332740/1/?bust=1553777102,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44332740/2/?bust=1553777110,CA803,(619) 299 -7012,5500 Gaines Street,,San Diego,CA,92110,info@sdhumane.org
44332739,Dog,Poodle,,True,Medium,Female,Senior,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44332739/1/?bust=1553777085,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44332739/2/?bust=1553777103,CA803,(619) 299 -7012,5500 Gaines Street,,San Diego,CA,92110,info@sdhumane.org
44332735,Dog,Siberian Husky,,True,Medium,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44332735/1/?bust=1553777091,,CA803,(619) 299 -7012,5500 Gaines Street,,San Diego,CA,92110,info@sdhumane.org
44332736,Dog,Chihuahua,,True,Medium,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44332736/1/?bust=1553777097,,CA803,(619) 299 -7012,5500 Gaines Street,,San Diego,CA,92110,info@sdhumane.org
44332741,Dog,Labrador Retriever,,True,Medium,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44332741/1/?bust=1553777093,,CA803,(619) 299 -7012,5500 Gaines Street,,San Diego,CA,92110,info@sdhumane.org
44332533,Dog,Mixed Breed,,True,Medium,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44332533/1/?bust=1553756726,,CA216,(951) 688-4340,6165 Industrial Avenue,,Riverside,CA,92504,adopt1@petsadoption.org
44332532,Dog,Mixed Breed,,True,Medium,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44332532/1/?bust=1553756722,,CA216,(951) 688-4340,6165 Industrial Avenue,,Riverside,CA,92504,adopt1@petsadoption.org
44332535,Dog,Mixed Breed,,True,Medium,Female,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44332535/1/?bust=1553756724,,CA216,(951) 688-4340,6165 Industrial Avenue,,Riverside,CA,92504,adopt1@petsadoption.org
44332530,Dog,Mixed Breed,,True,Medium,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44332530/1/?bust=1553756727,,CA216,(951) 688-4340,6165 Industrial Avenue,,Riverside,CA,92504,adopt1@petsadoption.org
44332304,Dog,West Highland White Terrier / Westie,Terrier,True,Small,Female,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44332304/1/?bust=1553743855,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44332304/2/?bust=1553743858,CA1356,619-354-4825 ,486 Raleigh Ave,,San Diego,CA,92117,info@thebarkinglot.net
44332376,Dog,German Shepherd Dog,,False,Large,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44332376/1/?bust=1553748120,,CA1527,951 358 7387  ,6851 Van Buren Blvd.,,Riverside,CA,92504,shelterinfo@co.riverside.ca.us
44332318,Dog,Chihuahua,,False,Small,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44332318/1/?bust=1553771806,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44332318/2/?bust=1553771838,CA2366,949-445-5558,,,Mission Viejo,CA,92691,lolrescue@outlook.com
44331864,Dog,Poodle,Bichon Frise,True,Small,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44331864/3/?bust=1553743158,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44331864/1/?bust=1553743152,CA1356,619-354-4825 ,486 Raleigh Ave,,San Diego,CA,92117,info@thebarkinglot.net
44331738,Dog,Poodle,,False,Medium,Male,Senior,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44331738/1/?bust=1553751549,,CA257,(714) 935-6848,1630 Victory Road,,Tustin,CA,92782,OCCRocpetinfo@occr.ocgov.com
44331734,Dog,Siberian Husky,,False,Large,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44331734/1/?bust=1553751543,,CA257,(714) 935-6848,1630 Victory Road,,Tustin,CA,92782,OCCRocpetinfo@occr.ocgov.com
44331735,Dog,Beagle,Mixed Breed,True,Medium,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44331735/1/?bust=1553751545,,CA257,(714) 935-6848,1630 Victory Road,,Tustin,CA,92782,OCCRocpetinfo@occr.ocgov.com
44331737,Dog,Chihuahua,,False,Small,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44331737/1/?bust=1553751544,,CA257,(714) 935-6848,1630 Victory Road,,Tustin,CA,92782,OCCRocpetinfo@occr.ocgov.com
44331382,Dog,Siberian Husky,,True,Medium,Female,Baby,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44331382/1/?bust=1553741859,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44331382/3/?bust=1553741864,CA2054,,4253 Genesee Ave,,San Diego,CA,92177,karmicrescues@gmail.com
44331371,Dog,Chihuahua,Mixed Breed,True,Small,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44331371/1/?bust=1553748033,,CA1441,(760) 416-5718,4575 E. Mesquite Avenue,,Palm Springs,CA,92263,info@psanimalshelter.org
44331292,Dog,Dachshund,Chihuahua,True,Small,Female,Adult,,,CA738,909-466-PETS (7387),11780 Arrow Route,,Rancho Cucamonga,CA,91730,rcpets@cityofrc.com
44331291,Dog,German Shepherd Dog,,False,Large,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44331291/1/?bust=1553749005,,CA738,909-466-PETS (7387),11780 Arrow Route,,Rancho Cucamonga,CA,91730,rcpets@cityofrc.com
44331290,Dog,Boxer,Pit Bull Terrier,True,Large,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44331290/1/?bust=1553806681,,CA738,909-466-PETS (7387),11780 Arrow Route,,Rancho Cucamonga,CA,91730,rcpets@cityofrc.com
44330643,Dog,Maltese,Poodle,True,Medium,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330643/1/?bust=1553740545,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330643/2/?bust=1553740602,CA2563,(323) 363-4129,,,Bonita,CA,91908,paws4thoughtrescue@gmail.com
44330929,Dog,Pit Bull Terrier,,False,Small,Male,Baby,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330929/1/?bust=1553751887,,CA1183,(562) 570-7387  ,7700 E. Spring St.,,Long Beach,CA,90815,animalcare@longbeach.gov
44330931,Dog,Pit Bull Terrier,,False,Large,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330931/1/?bust=1553751883,,CA1183,(562) 570-7387  ,7700 E. Spring St.,,Long Beach,CA,90815,animalcare@longbeach.gov
44330930,Dog,Pit Bull Terrier,,False,Large,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330930/1/?bust=1553751884,,CA1183,(562) 570-7387  ,7700 E. Spring St.,,Long Beach,CA,90815,animalcare@longbeach.gov
44330856,Dog,Pomeranian,,True,Small,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330856/1/?bust=1553740845,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330856/2/?bust=1553740856,CA371,(949) 348-8057,P. O. Box 2444,,Mission Viejo,CA,92690,info@greatpets.org
44330852,Dog,Boxer,,True,Medium,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330852/1/?bust=1553747376,,CA139,951-845-1513,P O Box 744,,Mentone,CA,92359,adoptions@barconline.com
44330853,Dog,Chihuahua,,True,Small,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330853/1/?bust=1553747376,,CA139,951-845-1513,P O Box 744,,Mentone,CA,92359,adoptions@barconline.com
44330843,Dog,American Staffordshire Terrier,,True,Medium,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330843/1/?bust=1553762944,,CA1167,(951) 654-8002 x 0 ,690 Humane Way,,San Jacinto,CA,92582,RamonaHumaneSociety@Yahoo.com
44330844,Dog,German Shepherd Dog,Keeshond,True,Medium,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330844/1/?bust=1553762944,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330844/2/?bust=1553762947,CA1167,(951) 654-8002 x 0 ,690 Humane Way,,San Jacinto,CA,92582,RamonaHumaneSociety@Yahoo.com
44330727,Dog,Chihuahua,Mixed Breed,True,Medium,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330727/1/?bust=1553754106,,CA231,909-384-1304   ,333 Chandler Place,,San Bernardino,CA,92408,VanNess_Je@sbcity.org
44330731,Dog,Terrier,,False,Small,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330731/1/?bust=1553754107,,CA231,909-384-1304   ,333 Chandler Place,,San Bernardino,CA,92408,VanNess_Je@sbcity.org
44330728,Dog,Chihuahua,Mixed Breed,True,Small,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330728/1/?bust=1553754109,,CA231,909-384-1304   ,333 Chandler Place,,San Bernardino,CA,92408,VanNess_Je@sbcity.org
44330729,Dog,German Shepherd Dog,,False,Large,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330729/1/?bust=1553754108,,CA231,909-384-1304   ,333 Chandler Place,,San Bernardino,CA,92408,VanNess_Je@sbcity.org
44330726,Dog,German Shepherd Dog,,False,Medium,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330726/1/?bust=1553754107,,CA231,909-384-1304   ,333 Chandler Place,,San Bernardino,CA,92408,VanNess_Je@sbcity.org
44330714,Dog,Siberian Husky,,False,Medium,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330714/1/?bust=1553747985,,CA979,619-767-2675,5821 Sweetwater Road,,Bonita,CA,91902,
44330693,Dog,Pit Bull Terrier,,False,Large,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330693/1/?bust=1553761107,,CA366,(562) 216-2542,7700 E Spring St,,Long Beach,CA,90815,info@spcala.com
44330694,Dog,Labrador Retriever,,True,Large,Female,Adult,,,CA366,(562) 216-2542,7700 E Spring St,,Long Beach,CA,90815,info@spcala.com
44330695,Dog,Labrador Retriever,,True,Small,Female,Young,,,CA366,(562) 216-2542,7700 E Spring St,,Long Beach,CA,90815,info@spcala.com
44330488,Dog,Terrier,,True,Medium,Male,Baby,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330488/1/?bust=1553757356,,CA1886,909-203-3695,2587 C Chino Hills Parkway,,Chino Hills,CA,91709,priceless.pets@yahoo.com
44330495,Dog,Jindo,,True,Large,Female,Baby,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330495/1/?bust=1553757375,,CA1886,909-203-3695,2587 C Chino Hills Parkway,,Chino Hills,CA,91709,priceless.pets@yahoo.com
