pet_id,type,primary breed,secondary breed,mixed breed,size,gender,age,photo1,photo2,organization_id,phone,address1,address2,city,state,postcode,email,address,Lat,Lng
44337050,Cat,Domestic Short Hair,,False,Medium,Female,Adult,,,CA257,(714) 935-6848,1630 Victory Road,,Tustin,CA,92782,OCCRocpetinfo@occr.ocgov.com,"1630 Victory Road,Tustin,CA 92782",33.7118934,-117.8328456
44336972,Cat,Domestic Short Hair,,False,Medium,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44336972/1/?bust=1553804453,,CA544,(760) 550-2287,,,San Diego,CA,92111,help2014@catadoptionservice.org,",San Diego,CA 92111",32.8256427,-117.1558867
44336598,Cat,Russian Blue,,False,Medium,Female,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44336598/1/?bust=1553799688,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44336598/2/?bust=1553799704,CA1361,714-997-0868,Fountain Valley,,Fountain Valley,CA,92708,meoowzresq@aol.com,"Fountain Valley,Fountain Valley,CA 92708",33.7168761,-117.9600466
44336506,Cat,Bombay,,False,Medium,Male,Baby,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44336506/1/?bust=1553799187,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44336506/2/?bust=1553799202,CA1361,714-997-0868,Fountain Valley,,Fountain Valley,CA,92708,meoowzresq@aol.com,"Fountain Valley,Fountain Valley,CA 92708",33.7168761,-117.9600466
44336510,Cat,Domestic Short Hair,,False,Medium,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44336510/1/?bust=1553806682,,CA738,909-466-PETS (7387),11780 Arrow Route,,Rancho Cucamonga,CA,91730,rcpets@cityofrc.com,"11780 Arrow Route,Rancho Cucamonga,CA 91730",34.0995094,-117.5484506
44336306,Cat,Domestic Short Hair,,False,Medium,Female,Baby,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44336306/3/?bust=1553798772,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44336306/1/?bust=1553798687,CA1361,714-997-0868,Fountain Valley,,Fountain Valley,CA,92708,meoowzresq@aol.com,"Fountain Valley,Fountain Valley,CA 92708",33.7168761,-117.9600466
44336230,Cat,Domestic Short Hair,,False,Medium,Female,Young,,,CA1183,(562) 570-7387  ,7700 E. Spring St.,,Long Beach,CA,90815,animalcare@longbeach.gov,"7700 E. Spring St.,Long Beach,CA 90815",33.8094986,-118.0826868
44336125,Cat,Russian Blue,,True,Medium,Male,Baby,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44336125/1/?bust=1553798266,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44336125/2/?bust=1553798277,CA1361,714-997-0868,Fountain Valley,,Fountain Valley,CA,92708,meoowzresq@aol.com,"Fountain Valley,Fountain Valley,CA 92708",33.7168761,-117.9600466
44336190,Cat,Domestic Short Hair,,True,Medium,Male,Adult,,,CA1167,(951) 654-8002 x 0 ,690 Humane Way,,San Jacinto,CA,92582,RamonaHumaneSociety@Yahoo.com,"690 Humane Way,San Jacinto,CA 92582",33.7809658,-116.9752162
44335704,Cat,Domestic Short Hair,Calico,True,Medium,Female,Adult,,,CA1886,909-203-3695,2587 C Chino Hills Parkway,,Chino Hills,CA,91709,priceless.pets@yahoo.com,"2587 C Chino Hills Parkway,Chino Hills,CA 91709",33.9840669,-117.7469582
44335705,Cat,Domestic Short Hair,,True,Medium,Male,Adult,,,CA1886,909-203-3695,2587 C Chino Hills Parkway,,Chino Hills,CA,91709,priceless.pets@yahoo.com,"2587 C Chino Hills Parkway,Chino Hills,CA 91709",33.9840669,-117.7469582
44335707,Cat,Domestic Short Hair,Torbie,True,Medium,Female,Adult,,,CA1886,909-203-3695,2587 C Chino Hills Parkway,,Chino Hills,CA,91709,priceless.pets@yahoo.com,"2587 C Chino Hills Parkway,Chino Hills,CA 91709",33.9840669,-117.7469582
44335499,Cat,Domestic Medium Hair,,False,Medium,Female,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44335499/1/?bust=1553804780,,CA905,760-767-2675,2481 Palomar Airport Road,,Carlsbad,CA,92011,,"2481 Palomar Airport Road,Carlsbad,CA 92011",33.1271736,-117.2717447
44335166,Cat,Bombay,Domestic Short Hair,True,Medium,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44335166/1/?bust=1553804376,,CA2115,7603356767,,,Palm Desert,CA,92260,david@forevermeow.org,",Palm Desert,CA 92260",33.6917281,-116.4075854
44335167,Cat,Calico,Domestic Short Hair,True,Medium,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44335167/1/?bust=1553804375,,CA2115,7603356767,,,Palm Desert,CA,92260,david@forevermeow.org,",Palm Desert,CA 92260",33.6917281,-116.4075854
44334852,Cat,Domestic Medium Hair,,False,Small,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44334852/1/?bust=1553804341,,CA1534,760 343 3644   ,72-050 Pet Land Place,,Thousand Palms,CA,92276,shelterinfo@rivcocha.org,"72-050 Pet Land Place,Thousand Palms,CA 92276",33.8279841,-116.4041733
44334851,Cat,Domestic Short Hair,,False,Small,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44334851/1/?bust=1553804342,,CA1534,760 343 3644   ,72-050 Pet Land Place,,Thousand Palms,CA,92276,shelterinfo@rivcocha.org,"72-050 Pet Land Place,Thousand Palms,CA 92276",33.8279841,-116.4041733
44334236,Cat,Domestic Short Hair,,False,Medium,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44334236/1/?bust=1553789340,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44334236/2/?bust=1553789377,CA2363,951-400-2019,30724 Benton Road,"Ste C302, #595",Winchester,CA,92596,purr4fur@gmail.com,"30724 Benton Road,Winchester,CA 92596",33.5918818,-117.1222008
44333939,Cat,Domestic Short Hair,Bombay,True,Small,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44333939/2/?bust=1553784374,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44333939/1/?bust=1553784417,CA1579,(714) 815-4300,1815 Newport Blvd,,Costa Mesa,CA,92627,ocsp.adoptions@gmail.com,"1815 Newport Blvd,Costa Mesa,CA 92627",33.6403935,-117.9202318
44332742,Cat,Domestic Short Hair,,True,Medium,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44332742/1/?bust=1553777100,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44332742/2/?bust=1553777103,CA803,(619) 299 -7012,5500 Gaines Street,,San Diego,CA,92110,info@sdhumane.org,"5500 Gaines Street,San Diego,CA 92110",32.7656684,-117.1941613
44332738,Cat,Domestic Short Hair,,True,Medium,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44332738/1/?bust=1553777086,,CA803,(619) 299 -7012,5500 Gaines Street,,San Diego,CA,92110,info@sdhumane.org,"5500 Gaines Street,San Diego,CA 92110",32.7656684,-117.1941613
44332534,Cat,Domestic Short Hair,,True,Medium,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44332534/1/?bust=1553756728,,CA216,(951) 688-4340,6165 Industrial Avenue,,Riverside,CA,92504,adopt1@petsadoption.org,"6165 Industrial Avenue,Riverside,CA 92504",33.9662014,-117.4369995
44331730,Cat,Domestic Short Hair,,False,Medium,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44331730/1/?bust=1553751550,,CA257,(714) 935-6848,1630 Victory Road,,Tustin,CA,92782,OCCRocpetinfo@occr.ocgov.com,"1630 Victory Road,Tustin,CA 92782",33.7118934,-117.8328456
44331728,Cat,Domestic Short Hair,,False,Medium,Female,Senior,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44331728/1/?bust=1553751546,,CA257,(714) 935-6848,1630 Victory Road,,Tustin,CA,92782,OCCRocpetinfo@occr.ocgov.com,"1630 Victory Road,Tustin,CA 92782",33.7118934,-117.8328456
44331370,Cat,Domestic Short Hair,,False,Small,Male,Baby,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44331370/1/?bust=1553748032,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44331370/2/?bust=1553748034,CA1441,(760) 416-5718,4575 E. Mesquite Avenue,,Palm Springs,CA,92263,info@psanimalshelter.org,"4575 E. Mesquite Avenue,Palm Springs,CA 92263",33.8079395,-116.4964206
44331288,Cat,Domestic Short Hair,,False,Small,Female,Adult,,,CA738,909-466-PETS (7387),11780 Arrow Route,,Rancho Cucamonga,CA,91730,rcpets@cityofrc.com,"11780 Arrow Route,Rancho Cucamonga,CA 91730",34.0995094,-117.5484506
44331193,Cat,Domestic Short Hair,,True,Medium,Female,Senior,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44331193/1/?bust=1553761336,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44331193/2/?bust=1553761339,CA190,760-888-BARK,3450 East Valley Parkway,,Escondido,CA,92025,info@sdhumane.org,"3450 East Valley Parkway,Escondido,CA 92025",33.1598537,-117.0318966
44330932,Cat,Domestic Long Hair,,False,Large,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330932/1/?bust=1553751886,,CA1183,(562) 570-7387  ,7700 E. Spring St.,,Long Beach,CA,90815,animalcare@longbeach.gov,"7700 E. Spring St.,Long Beach,CA 90815",33.8094986,-118.0826868
44330845,Cat,Domestic Short Hair,,True,Medium,Female,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330845/1/?bust=1553762945,,CA1167,(951) 654-8002 x 0 ,690 Humane Way,,San Jacinto,CA,92582,RamonaHumaneSociety@Yahoo.com,"690 Humane Way,San Jacinto,CA 92582",33.7809658,-116.9752162
44330846,Cat,Domestic Short Hair,,False,Medium,Female,Senior,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330846/1/?bust=1553762947,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330846/2/?bust=1553762950,CA1167,(951) 654-8002 x 0 ,690 Humane Way,,San Jacinto,CA,92582,RamonaHumaneSociety@Yahoo.com,"690 Humane Way,San Jacinto,CA 92582",33.7809658,-116.9752162
44330712,Cat,Domestic Short Hair,,False,Medium,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330712/1/?bust=1553747983,,CA979,619-767-2675,5821 Sweetwater Road,,Bonita,CA,91902,,"5821 Sweetwater Road,Bonita,CA 91902",32.6886995,-117.0180276
44330713,Cat,Domestic Short Hair,,False,Medium,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330713/1/?bust=1553747983,,CA979,619-767-2675,5821 Sweetwater Road,,Bonita,CA,91902,,"5821 Sweetwater Road,Bonita,CA 91902",32.6886995,-117.0180276
44330696,Cat,Domestic Short Hair,,False,Small,Male,Baby,,,CA366,(562) 216-2542,7700 E Spring St,,Long Beach,CA,90815,info@spcala.com,"7700 E Spring St,Long Beach,CA 90815",33.8094986,-118.0826868
44330697,Cat,Domestic Short Hair,,False,Small,Female,Baby,,,CA366,(562) 216-2542,7700 E Spring St,,Long Beach,CA,90815,info@spcala.com,"7700 E Spring St,Long Beach,CA 90815",33.8094986,-118.0826868
44330498,Cat,Domestic Short Hair,,False,Medium,Male,Young,,,CA1886,909-203-3695,2587 C Chino Hills Parkway,,Chino Hills,CA,91709,priceless.pets@yahoo.com,"2587 C Chino Hills Parkway,Chino Hills,CA 91709",33.9840669,-117.7469582
44330496,Cat,Domestic Short Hair,,False,Medium,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330496/1/?bust=1553757359,,CA1886,909-203-3695,2587 C Chino Hills Parkway,,Chino Hills,CA,91709,priceless.pets@yahoo.com,"2587 C Chino Hills Parkway,Chino Hills,CA 91709",33.9840669,-117.7469582
44330497,Cat,Domestic Short Hair,,False,Medium,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330497/1/?bust=1553757364,,CA1886,909-203-3695,2587 C Chino Hills Parkway,,Chino Hills,CA,91709,priceless.pets@yahoo.com,"2587 C Chino Hills Parkway,Chino Hills,CA 91709",33.9840669,-117.7469582
44330010,Cat,Domestic Short Hair,,False,Large,Female,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330010/1/?bust=1553752092,,CA768,(888) 452-7381,957 North Gaffey St,,San Pedro,CA,90731,,"957 North Gaffey St,San Pedro,CA 90731",33.7520661,-118.2942057
44330016,Cat,Domestic Short Hair,,False,Medium,Female,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330016/1/?bust=1553752093,,CA768,(888) 452-7381,957 North Gaffey St,,San Pedro,CA,90731,,"957 North Gaffey St,San Pedro,CA 90731",33.7520661,-118.2942057
44330015,Cat,Domestic Short Hair,,False,Medium,Female,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330015/1/?bust=1553752095,,CA768,(888) 452-7381,957 North Gaffey St,,San Pedro,CA,90731,,"957 North Gaffey St,San Pedro,CA 90731",33.7520661,-118.2942057
44330020,Cat,Domestic Long Hair,,False,Large,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330020/1/?bust=1553752104,,CA768,(888) 452-7381,957 North Gaffey St,,San Pedro,CA,90731,,"957 North Gaffey St,San Pedro,CA 90731",33.7520661,-118.2942057
44330009,Cat,Domestic Short Hair,,False,Large,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44330009/1/?bust=1553752100,,CA768,(888) 452-7381,957 North Gaffey St,,San Pedro,CA,90731,,"957 North Gaffey St,San Pedro,CA 90731",33.7520661,-118.2942057
44329494,Cat,Tortoiseshell,Bombay,True,Medium,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44329494/1/?bust=1553746496,,CA1414,(562) 254-0558,,,Lakewood,CA,90712,adoption@stcweb.com,",Lakewood,CA 90712",33.8493162,-118.153228
44328958,Cat,Domestic Short Hair,,False,Medium,Female,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44328958/1/?bust=1553726408,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44328958/2/?bust=1553726444,CA420,714-756-0679,,,Mission Viejo,CA,92692,jparlett4@aol.com,",Mission Viejo,CA 92692",33.6147846,-117.637617
44328889,Cat,Domestic Short Hair,,True,Medium,Female,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44328889/1/?bust=1553724717,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44328889/2/?bust=1553724731,CA420,323-394-0954,,,Mission Viejo,CA,92692,phyllis891@att.net,",Mission Viejo,CA 92692",33.6147846,-117.637617
44328847,Cat,Maine Coon,,True,Extra Large,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44328847/1/?bust=1553724026,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44328847/2/?bust=1553724035,CA420,323-394-0954,,,Mission Viejo,CA,92692,phyllis891@att.net,",Mission Viejo,CA 92692",33.6147846,-117.637617
44328867,Cat,Domestic Short Hair,,False,Medium,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44328867/1/?bust=1553724298,,CA1881,(310) 933-6863,353 Lakewood Center Mall,,Lakewood,CA,90712,,"353 Lakewood Center Mall,Lakewood,CA 90712",33.8493162,-118.153228
44328862,Cat,Domestic Short Hair,,False,Small,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44328862/1/?bust=1553724105,,CA1881,(310) 933-6863,353 Lakewood Center Mall,,Lakewood,CA,90712,,"353 Lakewood Center Mall,Lakewood,CA 90712",33.8493162,-118.153228
44328373,Cat,Tabby,,False,Large,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44328373/1/?bust=1553714662,,CA1394,(949) 388-0034,P.O. Box 117,,San Juan Capistrano,CA,92675,info@arkofsanjuan.org,"P.O. Box 117,San Juan Capistrano,CA 92675",33.5019027,-117.6627655
44328355,Cat,Tabby,,False,Medium,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44328355/1/?bust=1553714484,,CA1394,(949) 388-0034,P.O. Box 117,,San Juan Capistrano,CA,92675,info@arkofsanjuan.org,"P.O. Box 117,San Juan Capistrano,CA 92675",33.5019027,-117.6627655
44328058,Cat,Domestic Short Hair,,True,Small,Male,Baby,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44328058/1/?bust=1553709853,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44328058/2/?bust=1553709872,CA371,(949)716-0538,P. O. Box 2444,,Mission Viejo,CA,92690,hanaskids@gmail.com,"P. O. Box 2444,Mission Viejo,CA 92690",33.5550396,-117.6705801
44328051,Cat,Domestic Short Hair,,True,Small,Male,Baby,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44328051/1/?bust=1553709753,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44328051/2/?bust=1553709756,CA371,(949)716-0538,P. O. Box 2444,,Mission Viejo,CA,92690,hanaskids@gmail.com,"P. O. Box 2444,Mission Viejo,CA 92690",33.5550396,-117.6705801
44327918,Cat,Domestic Short Hair,,True,Small,Female,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44327918/1/?bust=1553706838,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44327918/2/?bust=1553706863,CA371,(949)716-0538,P. O. Box 2444,,Mission Viejo,CA,92690,hanaskids@gmail.com,"P. O. Box 2444,Mission Viejo,CA 92690",33.5550396,-117.6705801
44326562,Cat,Snowshoe,,False,Medium,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44326562/1/?bust=1553777096,,CA803,(619) 299 -7012,5500 Gaines Street,,San Diego,CA,92110,info@sdhumane.org,"5500 Gaines Street,San Diego,CA 92110",32.7656684,-117.1941613
44326569,Cat,Domestic Short Hair,,True,Medium,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44326569/1/?bust=1553777099,,CA803,(619) 299 -7012,5500 Gaines Street,,San Diego,CA,92110,info@sdhumane.org,"5500 Gaines Street,San Diego,CA 92110",32.7656684,-117.1941613
44326566,Cat,Domestic Short Hair,,True,Medium,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44326566/1/?bust=1553777092,,CA803,(619) 299 -7012,5500 Gaines Street,,San Diego,CA,92110,info@sdhumane.org,"5500 Gaines Street,San Diego,CA 92110",32.7656684,-117.1941613
44326563,Cat,Domestic Short Hair,,True,Medium,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44326563/1/?bust=1553777084,,CA803,(619) 299 -7012,5500 Gaines Street,,San Diego,CA,92110,info@sdhumane.org,"5500 Gaines Street,San Diego,CA 92110",32.7656684,-117.1941613
44326559,Cat,Domestic Short Hair,,True,Medium,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44326559/1/?bust=1553718524,,CA803,(619) 299 -7012,5500 Gaines Street,,San Diego,CA,92110,info@sdhumane.org,"5500 Gaines Street,San Diego,CA 92110",32.7656684,-117.1941613
44326560,Cat,Domestic Short Hair,,True,Medium,Female,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44326560/1/?bust=1553718522,,CA803,(619) 299 -7012,5500 Gaines Street,,San Diego,CA,92110,info@sdhumane.org,"5500 Gaines Street,San Diego,CA 92110",32.7656684,-117.1941613
44326387,Cat,Domestic Long Hair,,True,Medium,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44326387/1/?bust=1553702710,,CA216,(951) 688-4340,6165 Industrial Avenue,,Riverside,CA,92504,adopt1@petsadoption.org,"6165 Industrial Avenue,Riverside,CA 92504",33.9662014,-117.4369995
44326388,Cat,Domestic Short Hair,,True,Medium,Female,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44326388/1/?bust=1553756729,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44326388/2/?bust=1553756732,CA216,(951) 688-4340,6165 Industrial Avenue,,Riverside,CA,92504,adopt1@petsadoption.org,"6165 Industrial Avenue,Riverside,CA 92504",33.9662014,-117.4369995
44326394,Cat,Domestic Long Hair,,True,Medium,Male,Baby,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44326394/1/?bust=1553756725,,CA216,(951) 688-4340,6165 Industrial Avenue,,Riverside,CA,92504,adopt1@petsadoption.org,"6165 Industrial Avenue,Riverside,CA 92504",33.9662014,-117.4369995
44326272,Cat,Domestic Short Hair,,False,Medium,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44326272/1/?bust=1553693794,,CA1527,951 358 7387  ,6851 Van Buren Blvd.,,Riverside,CA,92504,shelterinfo@co.riverside.ca.us,"6851 Van Buren Blvd.,Riverside,CA 92504",33.9667317,-117.4676495
44325323,Cat,Siamese,Domestic Short Hair,True,Small,Female,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44325323/1/?bust=1553698140,,CA1441,(760) 416-5718,4575 E. Mesquite Avenue,,Palm Springs,CA,92263,info@psanimalshelter.org,"4575 E. Mesquite Avenue,Palm Springs,CA 92263",33.8079395,-116.4964206
44325322,Cat,Domestic Short Hair,,False,Small,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44325322/1/?bust=1553698142,,CA1441,(760) 416-5718,4575 E. Mesquite Avenue,,Palm Springs,CA,92263,info@psanimalshelter.org,"4575 E. Mesquite Avenue,Palm Springs,CA 92263",33.8079395,-116.4964206
44325321,Cat,Domestic Short Hair,,False,Large,Male,Senior,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44325321/1/?bust=1553698143,,CA1441,(760) 416-5718,4575 E. Mesquite Avenue,,Palm Springs,CA,92263,info@psanimalshelter.org,"4575 E. Mesquite Avenue,Palm Springs,CA 92263",33.8079395,-116.4964206
44325265,Cat,Domestic Short Hair,Tabby,True,Small,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44325265/1/?bust=1553696912,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44325265/2/?bust=1553696914,CA2043,(949) 231-9184,27672 Crown Valley Pkwy,,Mission Viejo,CA,92691,carmaoc@cox.net,"27672 Crown Valley Pkwy,Mission Viejo,CA 92691",33.5603915,-117.6702157
44325267,Cat,Domestic Short Hair,Calico,True,Small,Female,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44325267/1/?bust=1553806123,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44325267/2/?bust=1553696914,CA2043,(949) 231-9184,27672 Crown Valley Pkwy,,Mission Viejo,CA,92691,carmaoc@cox.net,"27672 Crown Valley Pkwy,Mission Viejo,CA 92691",33.5603915,-117.6702157
44325266,Cat,Domestic Short Hair,Tabby,True,Small,Male,Young,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44325266/1/?bust=1553806124,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44325266/2/?bust=1553806125,CA2043,(949) 231-9184,27672 Crown Valley Pkwy,,Mission Viejo,CA,92691,carmaoc@cox.net,"27672 Crown Valley Pkwy,Mission Viejo,CA 92691",33.5603915,-117.6702157
44325187,Cat,Domestic Long Hair,,True,Medium,Female,Senior,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44325187/1/?bust=1553713006,,CA190,760-888-BARK,3450 East Valley Parkway,,Escondido,CA,92025,info@sdhumane.org,"3450 East Valley Parkway,Escondido,CA 92025",33.1598537,-117.0318966
44325185,Cat,Domestic Short Hair,,True,Medium,Male,Adult,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44325185/1/?bust=1553713007,https://dl5zpyw5k3jeb.cloudfront.net/photos/pets/44325185/2/?bust=1553713028,CA190,760-888-BARK,3450 East Valley Parkway,,Escondido,CA,92025,info@sdhumane.org,"3450 East Valley Parkway,Escondido,CA 92025",33.1598537,-117.0318966
